job_role,skills,experience_level,domain,education_level,tools,required_experience_years,min_salary,max_salary,currency,job_type,industry,certifications,responsibilities,soft_skills,job_level,location,importance_score
Cloud Engineer,"aws,terraform,gcp,linux,kubernetes,docker,azure",mid,cloud,diploma,terraform,7,945096,1640653,INR,contract,Healthcare,aws cloud practitioner,automation,"adaptability,teamwork",Mid-level,Hyderabad,3
Backend Developer,"sql,mongodb,rest,postgresql,api,redis,spring,django",entry,software,diploma,docker,0,762483,2112556,INR,full-time,Gaming,aws practitioner,manage databases,"leadership,teamwork",Mid-level,USA,5
DevOps Engineer,"ci/cd,jenkins,linux,aws,docker,monitoring,kubernetes,terraform",senior,devops,diploma,jenkins,1,1191110,1546252,INR,hybrid,Fintech,docker certified,infra automation,"adaptability,leadership",Junior,Pune,1
Software Developer,"rest,html,css,git,react,node.js,api,sql",entry,software,master,git,4,883294,2755932,INR,remote,Cloud,aws developer,develop software features,"problem-solving,leadership",Lead,Chennai,2
Backend Developer,"redis,api,django,docker,spring,node.js,express,java,rest,sql,postgresql,python",senior,software,master,postman,7,657831,1992805,INR,full-time,E-commerce,aws practitioner,build APIs,"teamwork,adaptability",Junior,Chennai,5
Frontend Developer,"typescript,html,redux,webpack,tailwind",entry,software,diploma,figma,8,619202,1788930,INR,on-site,E-commerce,frontend nanodegree,optimize frontend performance,"teamwork,adaptability",Junior,Chennai,4
Frontend Developer,"jest,javascript,css,sass,typescript,redux",mid,software,diploma,figma,3,1489838,2961332,INR,contract,Cybersecurity,frontend nanodegree,build UI,"teamwork,leadership",Senior,Chennai,1
Cloud Engineer,"linux,monitoring,ci/cd,terraform,aws,kubernetes,docker,gcp",entry,cloud,bachelor,jenkins,8,726103,2257747,INR,remote,Cloud,aws cloud practitioner,deploy cloud infra,"communication,creativity",Lead,Chennai,4
Data Scientist,"sql,matplotlib,python,numpy,nlp,data analysis,pandas,statistics",entry,data,bachelor,python,4,1149490,1671356,INR,contract,AI/ML,ibm data science,analyze datasets,"teamwork,communication",Senior,Chennai,1
Data Scientist,"numpy,matplotlib,nlp,seaborn,data analysis,python,sql",entry,data,master,tableau,7,1438042,2676069,INR,intern,AI/ML,ibm data science,build predictive models,"adaptability,teamwork",Architect,Pune,2
Machine Learning Engineer,"scikit-learn,pandas,sql,numpy,python,nlp,docker,mlops,tensorflow,deep learning",entry,data,bachelor,pytorch,10,735909,1606341,INR,contract,Healthcare,google ml engineer,train ML models,"teamwork,communication",Mid-level,USA,4
Backend Developer,"spring,rest,postgresql,django,sql,redis",mid,software,bachelor,vscode,5,1007540,2817020,INR,on-site,AI/ML,aws practitioner,manage databases,"creativity,adaptability",Junior,Pune,1
Backend Developer,"python,rest,api,mongodb,docker",mid,software,bachelor,docker,5,857671,1731657,INR,on-site,AI/ML,aws practitioner,manage databases,"leadership,creativity",Junior,Mumbai,3
Data Analyst,"tableau,statistics,sql,python,excel",entry,data,bachelor,powerbi,3,453538,1822415,INR,remote,Fintech,google data analytics,create dashboards,"leadership,communication",Mid-level,Mumbai,5
DevOps Engineer,"kubernetes,linux,ci/cd,terraform,jenkins",mid,devops,diploma,docker,4,1252172,1649274,INR,on-site,E-commerce,docker certified,manage CI/CD,"communication,teamwork",Lead,Hyderabad,5
Cloud Engineer,"gcp,aws,monitoring,azure,ci/cd,docker",senior,cloud,diploma,jenkins,3,1164705,1890191,INR,hybrid,Cloud,aws cloud practitioner,automation,"leadership,adaptability",Senior,Mumbai,4
Cybersecurity Analyst,"firewall,cryptography,vulnerability assessment,incident response,python",mid,security,diploma,metasploit,9,1292806,1938947,INR,intern,IT Services,ceh,threat monitoring,"adaptability,creativity",Junior,Chennai,2
Machine Learning Engineer,"deep learning,pytorch,numpy,docker,mlops",entry,data,diploma,pytorch,6,1115920,1550260,INR,remote,E-commerce,google ml engineer,build pipelines,"problem-solving,adaptability",Lead,USA,3
Full Stack Developer,"css,express,rest,react,javascript,mongodb,api,sql",entry,software,bachelor,vscode,6,817783,2690524,INR,hybrid,Gaming,full stack certificate,end-to-end development,"problem-solving,adaptability",Mid-level,Pune,2
Data Analyst,"powerbi,excel,pandas,data visualization,python,statistics,sql",mid,data,master,excel,3,727298,1658192,INR,remote,IT Services,google data analytics,analyze data,"leadership,creativity",Senior,USA,1
Full Stack Developer,"javascript,html,docker,express,mongodb",mid,software,diploma,figma,3,465167,2222501,INR,hybrid,Healthcare,full stack certificate,end-to-end development,"adaptability,teamwork",Mid-level,USA,1
Frontend Developer,"jest,webpack,javascript,html,react,sass,tailwind",mid,software,master,figma,1,1207726,2933954,INR,contract,AI/ML,frontend nanodegree,optimize frontend performance,"leadership,communication",Mid-level,Hyderabad,1
Backend Developer,"express,docker,api,postgresql,redis,django,sql,rest",entry,software,diploma,vscode,6,1180921,1634993,INR,full-time,Gaming,aws practitioner,build APIs,"teamwork,communication",Junior,USA,3
Cybersecurity Analyst,"firewall,cryptography,vulnerability assessment,network security,python,linux",senior,security,bachelor,nessus,5,354467,2452267,INR,hybrid,Cybersecurity,ceh,threat monitoring,"leadership,adaptability",Junior,Bangalore,5
Cloud Engineer,"kubernetes,linux,terraform,gcp,docker,ci/cd,aws",entry,cloud,master,jenkins,9,1052791,2705467,INR,contract,Gaming,aws cloud practitioner,automation,"leadership,communication",Senior,Bangalore,5
Data Analyst,"data visualization,statistics,pandas,sql,powerbi",senior,data,diploma,tableau,4,1018570,1870952,INR,contract,AI/ML,google data analytics,analyze data,"leadership,teamwork",Architect,USA,3
Data Analyst,"pandas,excel,tableau,sql,powerbi,python,statistics,data visualization",senior,data,master,tableau,7,587156,2161497,INR,remote,Healthcare,google data analytics,create dashboards,"problem-solving,adaptability",Junior,Bangalore,3
Cloud Engineer,"azure,gcp,terraform,monitoring,docker,kubernetes,ci/cd,aws",entry,cloud,bachelor,cloudwatch,10,630830,1835424,INR,full-time,Fintech,aws cloud practitioner,deploy cloud infra,"adaptability,creativity",Junior,Canada,3
Data Scientist,"nlp,pandas,numpy,matplotlib,scikit-learn,python,data analysis,statistics,seaborn",mid,data,diploma,tableau,6,800328,2802068,INR,intern,Healthcare,ibm data science,build predictive models,"adaptability,leadership",Junior,Delhi,2
Data Scientist,"statistics,scikit-learn,seaborn,matplotlib,data analysis,nlp,numpy,sql,pandas",mid,data,diploma,tableau,4,453079,2140370,INR,hybrid,Fintech,ibm data science,analyze datasets,"problem-solving,teamwork",Architect,Pune,3
Full Stack Developer,"react,javascript,express,html,git,node.js,api,mongodb,css",senior,software,diploma,figma,1,954417,1520358,INR,contract,Fintech,full stack certificate,end-to-end development,"communication,creativity",Senior,Hyderabad,4
Cloud Engineer,"docker,ci/cd,kubernetes,terraform,azure,monitoring,linux,aws,gcp",senior,cloud,master,terraform,3,1198999,2595541,INR,hybrid,Cybersecurity,aws cloud practitioner,automation,"creativity,teamwork",Mid-level,Canada,5
Machine Learning Engineer,"sql,numpy,pandas,docker,deep learning,nlp,mlops,tensorflow",senior,data,bachelor,tensorflow,0,1363630,2824616,INR,full-time,Cloud,google ml engineer,train ML models,"creativity,communication",Architect,Mumbai,5
Cloud Engineer,"linux,terraform,kubernetes,aws,azure,docker,ci/cd",entry,cloud,bachelor,cloudwatch,6,1111485,1787531,INR,on-site,Cloud,aws cloud practitioner,deploy cloud infra,"leadership,creativity",Mid-level,Mumbai,5
Backend Developer,"python,django,rest,redis,spring,postgresql",senior,software,diploma,docker,10,1457880,2732434,INR,contract,E-commerce,aws practitioner,build APIs,"leadership,communication",Senior,Chennai,4
Data Scientist,"pandas,nlp,statistics,python,numpy",entry,data,diploma,python,8,751166,2288936,INR,remote,AI/ML,ibm data science,analyze datasets,"creativity,communication",Senior,Mumbai,3
DevOps Engineer,"linux,terraform,kubernetes,jenkins,aws,docker,ci/cd,monitoring",senior,devops,master,kubernetes,5,1453932,2654694,INR,full-time,Cybersecurity,docker certified,infra automation,"leadership,teamwork",Mid-level,Hyderabad,4
Full Stack Developer,"git,express,mongodb,docker,javascript,rest,html,css,sql,react",entry,software,master,postman,4,1100096,2541370,INR,full-time,AI/ML,full stack certificate,deployment,"creativity,leadership",Mid-level,Remote,5
DevOps Engineer,"jenkins,aws,docker,monitoring,linux,terraform,kubernetes,ci/cd",entry,devops,diploma,jenkins,0,934102,2650739,INR,hybrid,Cloud,docker certified,manage CI/CD,"adaptability,communication",Lead,Pune,2
Data Analyst,"data visualization,powerbi,python,excel,pandas,statistics,sql,tableau",mid,data,bachelor,powerbi,4,563295,1781600,INR,full-time,Fintech,google data analytics,create dashboards,"leadership,problem-solving",Lead,Remote,2
Backend Developer,"docker,mongodb,django,python,java,express,api,redis,sql,node.js",senior,software,diploma,vscode,9,505701,2806053,INR,remote,Healthcare,aws practitioner,manage databases,"creativity,leadership",Junior,Remote,3
Full Stack Developer,"sql,git,html,api,javascript,react",senior,software,diploma,figma,8,716205,2691157,INR,intern,Healthcare,full stack certificate,end-to-end development,"teamwork,problem-solving",Junior,Mumbai,2
DevOps Engineer,"terraform,ci/cd,linux,aws,kubernetes",entry,devops,diploma,docker,1,479628,2519195,INR,full-time,Healthcare,docker certified,infra automation,"teamwork,communication",Architect,Chennai,3
DevOps Engineer,"linux,monitoring,ci/cd,aws,kubernetes,terraform,jenkins,docker",mid,devops,master,jenkins,4,1300563,2052578,INR,remote,Cloud,docker certified,manage CI/CD,"problem-solving,communication",Architect,Bangalore,3
Cloud Engineer,"gcp,monitoring,azure,kubernetes,linux,aws",senior,cloud,master,jenkins,5,316934,2012323,INR,hybrid,Gaming,aws cloud practitioner,automation,"creativity,leadership",Junior,Delhi,3
Backend Developer,"redis,express,python,java,api,node.js,django,postgresql,spring,rest,sql",entry,software,master,docker,2,1268497,2566637,INR,full-time,AI/ML,aws practitioner,manage databases,"leadership,adaptability",Junior,Bangalore,5
Data Analyst,"excel,sql,data visualization,tableau,python,statistics,powerbi,pandas",entry,data,bachelor,excel,9,691728,2893853,INR,intern,AI/ML,google data analytics,analyze data,"communication,creativity",Lead,Hyderabad,2
Software Developer,"c#,node.js,javascript,css,typescript,rest,api,python,html,java",mid,software,master,postman,2,1119087,2335128,INR,hybrid,IT Services,aws developer,develop software features,"communication,adaptability",Architect,Chennai,3
Frontend Developer,"sass,react,redux,html,css,tailwind,javascript,typescript,webpack,jest",senior,software,diploma,figma,0,311911,2197753,INR,remote,AI/ML,frontend nanodegree,optimize frontend performance,"adaptability,communication",Mid-level,Remote,2
Cybersecurity Analyst,"network security,vulnerability assessment,cryptography,firewall,linux,python,incident response",senior,security,bachelor,metasploit,5,1364129,1640923,INR,contract,Fintech,ceh,security audits,"communication,leadership",Architect,Canada,2
Cloud Engineer,"linux,aws,terraform,ci/cd,gcp,monitoring,kubernetes,docker",entry,cloud,bachelor,jenkins,5,345511,2946445,INR,contract,Healthcare,aws cloud practitioner,deploy cloud infra,"communication,problem-solving",Lead,Delhi,2
Data Analyst,"tableau,excel,python,powerbi,sql",entry,data,diploma,excel,5,485001,2647523,INR,hybrid,Fintech,google data analytics,analyze data,"communication,adaptability",Junior,Canada,2
Data Analyst,"statistics,pandas,tableau,data visualization,excel,powerbi,sql",senior,data,master,tableau,10,647631,1617768,INR,contract,Fintech,google data analytics,analyze data,"creativity,adaptability",Junior,Delhi,2
Data Analyst,"pandas,sql,python,excel,powerbi,tableau,statistics,data visualization",senior,data,diploma,tableau,8,795744,2433359,INR,contract,E-commerce,google data analytics,analyze data,"communication,adaptability",Junior,Remote,5
Cybersecurity Analyst,"linux,network security,vulnerability assessment,cryptography,incident response,firewall",senior,security,diploma,nessus,3,737887,2185508,INR,intern,IT Services,ceh,threat monitoring,"communication,creativity",Mid-level,Remote,1
Software Developer,"html,rest,css,react,node.js,sql,java,c#,api,docker",entry,software,master,postman,3,597026,2249090,INR,remote,IT Services,oracle java,write clean code,"creativity,communication",Lead,Delhi,2
Machine Learning Engineer,"scikit-learn,nlp,pandas,deep learning,mlops,docker,numpy,sql,tensorflow",entry,data,master,tensorflow,2,1481118,2084344,INR,remote,Cloud,google ml engineer,train ML models,"adaptability,teamwork",Architect,Pune,5
Frontend Developer,"tailwind,css,sass,redux,webpack",mid,software,diploma,figma,3,1089084,2029363,INR,on-site,Fintech,frontend nanodegree,optimize frontend performance,"leadership,communication",Senior,Delhi,3
Data Scientist,"seaborn,matplotlib,sql,numpy,nlp,python",senior,data,bachelor,tableau,7,1166014,2303559,INR,intern,AI/ML,ibm data science,analyze datasets,"communication,teamwork",Architect,Delhi,1
Cybersecurity Analyst,"linux,incident response,python,vulnerability assessment,firewall,network security",mid,security,bachelor,wireshark,9,353551,1722784,INR,hybrid,E-commerce,ceh,security audits,"problem-solving,communication",Mid-level,Remote,5
Frontend Developer,"react,javascript,redux,html,typescript,jest",mid,software,bachelor,chrome devtools,10,684147,1644117,INR,remote,Gaming,frontend nanodegree,optimize frontend performance,"adaptability,creativity",Lead,Mumbai,5
Full Stack Developer,"mongodb,express,rest,html,sql,css",mid,software,diploma,vscode,2,711201,2674735,INR,contract,Cloud,full stack certificate,end-to-end development,"problem-solving,adaptability",Architect,Chennai,4
Cloud Engineer,"kubernetes,aws,gcp,monitoring,ci/cd,linux,azure",mid,cloud,master,jenkins,1,489365,2789766,INR,hybrid,Cloud,aws cloud practitioner,deploy cloud infra,"communication,creativity",Lead,Pune,3
Software Developer,"docker,react,c#,css,python,rest,git",senior,software,diploma,git,2,841667,1846738,INR,remote,AI/ML,oracle java,write clean code,"leadership,adaptability",Mid-level,Pune,5
Full Stack Developer,"css,git,mongodb,html,node.js,javascript,api,express,react,rest",senior,software,master,figma,6,1273608,1773629,INR,on-site,Fintech,full stack certificate,deployment,"teamwork,creativity",Junior,Canada,5
Cybersecurity Analyst,"vulnerability assessment,cryptography,firewall,network security,incident response,linux",senior,security,master,metasploit,6,310651,2995785,INR,contract,Healthcare,ceh,threat monitoring,"communication,leadership",Junior,Delhi,2
Frontend Developer,"jest,redux,javascript,typescript,css,html,react,tailwind",entry,software,diploma,figma,10,1097316,1809908,INR,on-site,E-commerce,frontend nanodegree,build UI,"adaptability,leadership",Mid-level,Bangalore,4
Full Stack Developer,"api,javascript,mongodb,express,css",senior,software,bachelor,figma,6,352827,2577236,INR,intern,Cybersecurity,full stack certificate,deployment,"leadership,problem-solving",Mid-level,USA,5
Cybersecurity Analyst,"python,vulnerability assessment,network security,linux,incident response",entry,security,diploma,wireshark,0,1156868,2449932,INR,full-time,E-commerce,ceh,security audits,"leadership,communication",Mid-level,Delhi,1
Frontend Developer,"sass,webpack,javascript,jest,typescript,html,redux,react",senior,software,bachelor,chrome devtools,0,724450,1513547,INR,intern,Cybersecurity,frontend nanodegree,build UI,"adaptability,leadership",Lead,Chennai,4
